SqFt,Bedrooms,Bathrooms,GarageCars,Age,LotSize,Floors,Pool,Fireplace,Renovated,Neighborhood,Condition,Style,Price
1337.0,6.0,3.0,1.0,57.0,8421.0,1.5,0.0,0.0,0.0,Lakeside,Poor,Modern,224000.0
3426.0,6.0,1.0,2.0,33.0,5473.0,2.0,0.0,0.0,0.0,Suburbs,Excellent,Modern,547500.0
4315.0,3.0,1.0,1.0,24.0,3648.0,2.0,0.0,1.0,0.0,Lakeside,Fair,Colonial,670700.0
1155.0,1.0,3.0,1.0,15.0,6246.0,2.0,0.0,0.0,0.0,Heritage,Good,Colonial,219400.0
3810.0,3.0,1.0,0.0,44.0,19549.0,2.0,1.0,1.0,1.0,Heritage,Poor,Cape Cod,427800.0
1303.0,2.0,2.0,1.0,58.0,16404.0,3.0,0.0,0.0,0.0,Uptown,Poor,Ranch,209200.0
3919.0,3.0,3.0,0.0,41.0,2334.0,3.0,0.0,0.0,1.0,Downtown,Good,Modern,662600.0
2502.0,4.0,3.0,0.0,1.0,18477.0,2.0,0.0,0.0,0.0,Suburbs,Poor,Modern,345300.0
727.0,3.0,2.5,0.0,28.0,5694.0,3.0,0.0,1.0,1.0,Lakeside,Good,Modern,217900.0
4854.0,2.0,1.0,2.0,43.0,9306.0,3.0,1.0,1.0,1.0,Suburbs,Excellent,Victorian,758800.0
1413.0,2.0,3.5,1.0,23.0,7897.0,3.0,0.0,0.0,0.0,Westside,Fair,Modern,228300.0
3262.0,5.0,4.0,0.0,46.0,9290.0,1.5,0.0,0.0,0.0,Uptown,Good,Cape Cod,540900.0
1480.0,,4.0,2.0,42.0,15693.0,2.0,0.0,0.0,0.0,Lakeside,Excellent,Modern,397800.0
4711.0,2.0,3.5,0.0,4.0,14824.0,1.5,0.0,0.0,1.0,Eastside,Excellent,Ranch,759600.0
3874.0,6.0,2.0,0.0,33.0,12692.0,1.0,0.0,1.0,0.0,Eastside,Poor,Colonial,404100.0
4158.0,1.0,4.0,0.0,10.0,13284.0,1.0,0.0,0.0,0.0,Lakeside,Poor,Colonial,587600.0
2557.0,3.0,2.5,1.0,29.0,15095.0,2.5,1.0,0.0,0.0,Heritage,Excellent,Colonial,480600.0
2709.0,2.0,1.0,3.0,23.0,5314.0,2.0,1.0,0.0,0.0,Uptown,Excellent,Colonial,576000.0
3427.0,1.0,,0.0,48.0,9122.0,3.0,0.0,1.0,0.0,Eastside,Fair,Colonial,384900.0
4074.0,3.0,2.0,1.0,52.0,3938.0,2.5,0.0,1.0,1.0,Westside,Good,Modern,578300.0
4342.0,4.0,4.0,0.0,,14675.0,1.0,0.0,1.0,0.0,Lakeside,Good,Ranch,833600.0
776.0,2.0,2.0,1.0,32.0,9877.0,3.0,0.0,1.0,1.0,Midtown,Good,Modern,198400.0
3553.0,1.0,4.0,2.0,37.0,13471.0,2.0,0.0,1.0,0.0,Uptown,Excellent,Modern,745900.0
1169.0,1.0,2.5,1.0,39.0,12166.0,2.0,1.0,0.0,0.0,Lakeside,Fair,Cape Cod,220200.0
1938.0,,2.5,2.0,38.0,6925.0,3.0,1.0,1.0,1.0,Heritage,Excellent,Ranch,426900.0
4266.0,6.0,2.0,3.0,46.0,4496.0,2.5,0.0,1.0,1.0,Eastside,Poor,Colonial,449200.0
1777.0,2.0,3.5,3.0,58.0,19512.0,1.0,1.0,0.0,1.0,Downtown,Poor,Cape Cod,334200.0
4126.0,2.0,1.0,2.0,49.0,7278.0,1.0,0.0,1.0,0.0,Uptown,Excellent,Victorian,674700.0
2690.0,3.0,2.5,2.0,8.0,3972.0,2.0,0.0,1.0,0.0,Midtown,Poor,Victorian,368000.0
1700.0,3.0,2.0,3.0,28.0,7506.0,1.0,0.0,1.0,1.0,Westside,Excellent,Ranch,405500.0
2137.0,2.0,2.5,3.0,27.0,18243.0,1.0,0.0,0.0,0.0,Westside,Fair,Modern,345200.0
2982.0,1.0,1.5,1.0,30.0,6703.0,2.5,0.0,0.0,1.0,Lakeside,Fair,Colonial,502700.0
3990.0,4.0,3.0,0.0,31.0,19762.0,1.0,1.0,1.0,0.0,Downtown,Poor,Cape Cod,588000.0
3305.0,3.0,2.0,0.0,43.0,10293.0,1.0,0.0,0.0,0.0,Midtown,Excellent,Colonial,552700.0
4712.0,3.0,1.5,3.0,25.0,17512.0,2.0,0.0,0.0,1.0,Westside,Fair,Ranch,671300.0
4431.0,2.0,1.5,2.0,15.0,13755.0,1.0,0.0,0.0,1.0,Heritage,Poor,Victorian,467200.0
3939.0,6.0,3.0,1.0,27.0,2790.0,1.5,1.0,0.0,1.0,Suburbs,Fair,Victorian,540400.0
3293.0,4.0,1.5,1.0,51.0,11169.0,3.0,0.0,1.0,1.0,Heritage,Poor,Victorian,369900.0
1946.0,3.0,2.0,1.0,18.0,9504.0,2.5,1.0,1.0,0.0,Downtown,Excellent,Cape Cod,522500.0
2474.0,2.0,3.0,3.0,1.0,5626.0,3.0,1.0,1.0,0.0,Suburbs,Poor,Colonial,367000.0
1211.0,5.0,2.0,2.0,58.0,11899.0,1.5,0.0,0.0,1.0,Lakeside,Fair,Colonial,300500.0
2308.0,6.0,2.0,3.0,11.0,3852.0,2.5,0.0,0.0,0.0,Lakeside,Fair,Modern,504700.0
4683.0,1.0,1.5,1.0,36.0,14569.0,1.5,0.0,0.0,0.0,Heritage,Poor,Ranch,459400.0
2531.0,6.0,2.0,1.0,48.0,16793.0,1.5,1.0,0.0,1.0,Eastside,Poor,Cape Cod,311300.0
1189.0,5.0,3.0,0.0,16.0,3665.0,1.0,0.0,1.0,0.0,Eastside,Good,Colonial,215900.0
3503.0,1.0,2.5,3.0,20.0,10627.0,3.0,0.0,0.0,1.0,Eastside,Fair,Colonial,469200.0
4839.0,5.0,4.0,2.0,16.0,13792.0,1.0,0.0,0.0,0.0,Eastside,Poor,Ranch,497500.0
4430.0,1.0,3.5,2.0,8.0,3118.0,1.5,0.0,1.0,1.0,Eastside,Poor,Colonial,472100.0
,1.0,1.0,1.0,9.0,9007.0,2.0,1.0,1.0,0.0,Uptown,Excellent,Victorian,447800.0
2651.0,1.0,2.0,1.0,11.0,6646.0,2.0,1.0,0.0,1.0,Lakeside,Good,Modern,553900.0
2983.0,3.0,2.0,3.0,27.0,2706.0,1.5,0.0,1.0,1.0,Uptown,Good,Cape Cod,550400.0
1765.0,4.0,3.0,1.0,31.0,16472.0,1.5,0.0,0.0,0.0,Eastside,Excellent,Modern,306200.0
1855.0,3.0,1.5,2.0,0.0,10004.0,1.5,0.0,1.0,0.0,Westside,Poor,Colonial,262500.0
1717.0,1.0,4.0,0.0,50.0,15531.0,3.0,1.0,1.0,1.0,Eastside,Good,Cape Cod,308500.0
4976.0,2.0,2.0,1.0,40.0,12567.0,2.0,0.0,0.0,1.0,Eastside,Excellent,Ranch,716000.0
3907.0,6.0,2.5,3.0,4.0,17764.0,3.0,1.0,0.0,1.0,Downtown,Poor,Colonial,661000.0
4315.0,6.0,1.0,,50.0,19946.0,3.0,0.0,0.0,0.0,Uptown,Good,Colonial,700800.0
4211.0,5.0,4.0,0.0,1.0,12837.0,2.5,0.0,1.0,0.0,Midtown,Excellent,Victorian,855800.0
4824.0,1.0,4.0,3.0,33.0,8339.0,3.0,1.0,0.0,0.0,Midtown,Good,Colonial,776800.0
1152.0,5.0,3.5,1.0,27.0,9612.0,1.0,0.0,1.0,0.0,Heritage,Poor,Cape Cod,192800.0
4491.0,,2.0,1.0,30.0,16857.0,3.0,0.0,0.0,0.0,Heritage,Good,Colonial,635800.0
986.0,4.0,1.0,2.0,57.0,9679.0,2.0,0.0,0.0,0.0,Westside,Excellent,Colonial,163600.0
2744.0,1.0,3.0,0.0,55.0,11355.0,2.5,0.0,0.0,0.0,Uptown,Poor,Modern,325400.0
3256.0,6.0,,0.0,16.0,5492.0,1.5,1.0,0.0,0.0,Downtown,Good,Victorian,618100.0
2238.0,3.0,4.0,0.0,34.0,19821.0,1.0,1.0,0.0,0.0,Lakeside,Good,Victorian,472100.0
1328.0,1.0,3.0,0.0,57.0,13714.0,3.0,0.0,1.0,0.0,Heritage,Fair,Cape Cod,149800.0
1526.0,2.0,2.5,0.0,43.0,7943.0,2.0,0.0,1.0,0.0,Midtown,Poor,Victorian,175300.0
4246.0,3.0,4.0,2.0,53.0,12531.0,1.0,0.0,0.0,1.0,Lakeside,Poor,Ranch,598300.0
2070.0,1.0,3.5,1.0,26.0,9220.0,2.5,1.0,1.0,1.0,Heritage,Excellent,Modern,419900.0
2034.0,2.0,,0.0,16.0,4787.0,1.0,0.0,0.0,0.0,Eastside,Excellent,Modern,323900.0
4670.0,3.0,1.0,0.0,30.0,17745.0,2.0,1.0,1.0,1.0,Suburbs,Fair,Colonial,616800.0
1318.0,6.0,1.0,1.0,49.0,17941.0,2.5,0.0,0.0,1.0,Downtown,Excellent,Cape Cod,387700.0
4635.0,1.0,2.5,3.0,55.0,17028.0,2.5,0.0,1.0,0.0,Lakeside,Excellent,Colonial,952000.0
4660.0,4.0,2.5,,41.0,8632.0,2.0,0.0,0.0,0.0,Eastside,Good,Ranch,579300.0
,6.0,1.0,0.0,42.0,6615.0,1.5,0.0,0.0,0.0,Suburbs,Good,Ranch,422400.0
1411.0,5.0,1.0,0.0,30.0,2895.0,3.0,0.0,1.0,0.0,Downtown,Excellent,Modern,311100.0
1370.0,6.0,3.0,1.0,19.0,15167.0,1.0,0.0,0.0,0.0,Heritage,Good,Colonial,302900.0
1924.0,2.0,,0.0,25.0,7901.0,1.0,0.0,0.0,0.0,Uptown,Excellent,Victorian,345200.0
3182.0,5.0,1.0,3.0,29.0,18059.0,1.0,0.0,0.0,1.0,Uptown,Excellent,Modern,678200.0
1360.0,6.0,2.5,3.0,48.0,17657.0,3.0,0.0,1.0,0.0,Westside,Poor,Cape Cod,254600.0
2659.0,2.0,1.0,1.0,33.0,4307.0,2.0,0.0,0.0,0.0,Uptown,Good,Victorian,409800.0
1196.0,3.0,,3.0,47.0,18505.0,1.0,1.0,0.0,1.0,Heritage,Good,Cape Cod,259300.0
3023.0,4.0,3.5,1.0,1.0,4525.0,1.0,0.0,1.0,1.0,Westside,Excellent,Colonial,586900.0
790.0,3.0,4.0,0.0,45.0,10827.0,1.0,1.0,1.0,1.0,Uptown,Fair,Cape Cod,195400.0
3748.0,2.0,3.0,3.0,30.0,10530.0,3.0,1.0,0.0,1.0,Uptown,Excellent,Colonial,858000.0
938.0,6.0,3.0,3.0,59.0,19214.0,2.0,0.0,1.0,1.0,Lakeside,Fair,Ranch,324000.0
1537.0,6.0,4.0,1.0,28.0,13831.0,1.0,0.0,0.0,0.0,Eastside,Fair,Modern,272800.0
1450.0,,3.0,2.0,28.0,17754.0,1.5,1.0,0.0,1.0,Heritage,Poor,Modern,230800.0
4273.0,5.0,2.5,0.0,,12724.0,2.5,0.0,0.0,0.0,Uptown,Fair,Cape Cod,664100.0
929.0,3.0,3.5,2.0,,16854.0,2.0,1.0,1.0,0.0,Downtown,Excellent,Cape Cod,312700.0
2545.0,5.0,3.0,2.0,42.0,17338.0,3.0,0.0,1.0,0.0,Heritage,Good,Ranch,434900.0
3241.0,4.0,3.5,2.0,51.0,17474.0,1.0,0.0,0.0,0.0,Suburbs,Good,Modern,485100.0
2918.0,3.0,2.5,2.0,5.0,9409.0,1.0,0.0,0.0,0.0,Lakeside,Excellent,Modern,696800.0
3627.0,1.0,4.0,2.0,12.0,8873.0,1.0,0.0,0.0,0.0,Westside,Fair,Modern,513400.0
4153.0,4.0,1.0,2.0,52.0,19726.0,1.5,1.0,0.0,0.0,Suburbs,Good,Ranch,592700.0
2392.0,2.0,1.0,3.0,2.0,15616.0,2.5,0.0,0.0,0.0,Lakeside,Fair,Ranch,482100.0
4261.0,2.0,1.0,0.0,30.0,18511.0,2.5,1.0,1.0,0.0,Downtown,Excellent,Modern,884900.0
2067.0,2.0,2.5,1.0,24.0,12392.0,1.5,0.0,0.0,1.0,Midtown,Fair,Cape Cod,339000.0
4933.0,6.0,3.0,1.0,56.0,18722.0,2.5,1.0,1.0,0.0,Uptown,Excellent,Ranch,970300.0
2869.0,1.0,1.5,2.0,51.0,14954.0,2.5,1.0,0.0,1.0,Westside,Good,Ranch,469600.0
3864.0,5.0,1.5,0.0,53.0,15366.0,1.0,0.0,0.0,0.0,Eastside,Excellent,Victorian,520400.0
,6.0,4.0,1.0,17.0,5200.0,2.5,0.0,0.0,1.0,Eastside,Excellent,Colonial,724700.0
4108.0,1.0,3.5,3.0,35.0,12203.0,2.0,1.0,1.0,0.0,Midtown,Excellent,Cape Cod,788300.0
4359.0,4.0,,0.0,42.0,15165.0,1.0,1.0,0.0,0.0,Westside,Fair,Cape Cod,587700.0
3007.0,4.0,2.5,2.0,58.0,15697.0,1.5,0.0,0.0,0.0,Suburbs,Good,Victorian,431200.0
886.0,3.0,2.0,2.0,0.0,19236.0,2.5,0.0,0.0,1.0,Westside,Fair,Cape Cod,258700.0
2820.0,5.0,,1.0,58.0,7885.0,2.5,1.0,1.0,1.0,Downtown,Poor,Colonial,414300.0
,3.0,1.5,0.0,21.0,7447.0,1.5,0.0,1.0,1.0,Downtown,Good,Cape Cod,323500.0
4523.0,3.0,,0.0,7.0,19450.0,2.5,0.0,0.0,1.0,Westside,Fair,Victorian,675900.0
1718.0,3.0,2.0,1.0,36.0,19750.0,1.5,0.0,0.0,0.0,Suburbs,Fair,Victorian,274500.0
1680.0,,,0.0,46.0,5237.0,2.0,0.0,0.0,1.0,Lakeside,Poor,Ranch,258600.0
1772.0,4.0,3.0,0.0,7.0,8810.0,1.0,1.0,0.0,0.0,Suburbs,Good,Ranch,341600.0
3463.0,3.0,2.0,0.0,2.0,19065.0,3.0,0.0,1.0,0.0,Suburbs,Good,Ranch,529900.0
3156.0,6.0,1.5,0.0,53.0,5595.0,3.0,1.0,0.0,1.0,Heritage,Poor,Victorian,337300.0
4780.0,5.0,3.0,,56.0,16096.0,1.0,0.0,1.0,1.0,Suburbs,Good,Ranch,692800.0
2489.0,6.0,1.0,2.0,9.0,4021.0,2.0,0.0,1.0,0.0,Heritage,Poor,Ranch,323800.0
1913.0,5.0,2.5,0.0,54.0,5209.0,2.5,0.0,1.0,0.0,Uptown,Poor,Modern,247900.0
911.0,3.0,4.0,2.0,54.0,16129.0,2.0,0.0,0.0,0.0,Lakeside,Fair,Cape Cod,243200.0
730.0,5.0,3.0,0.0,59.0,12934.0,1.5,1.0,1.0,0.0,Heritage,Fair,Ranch,115800.0
2306.0,2.0,3.5,1.0,12.0,11986.0,3.0,0.0,0.0,0.0,Downtown,Excellent,Victorian,564100.0
4681.0,2.0,1.0,0.0,34.0,17418.0,1.5,1.0,0.0,0.0,Uptown,Poor,Cape Cod,578700.0
2952.0,3.0,1.5,0.0,59.0,7528.0,1.5,0.0,1.0,0.0,Eastside,Fair,Victorian,323300.0
4542.0,6.0,1.5,0.0,54.0,11059.0,1.5,0.0,0.0,0.0,Lakeside,Good,Ranch,738700.0
1137.0,4.0,2.0,1.0,36.0,12952.0,3.0,0.0,0.0,0.0,Suburbs,Poor,Ranch,174200.0
1101.0,3.0,1.5,1.0,11.0,15317.0,2.0,1.0,0.0,1.0,Suburbs,Excellent,Cape Cod,328300.0
4283.0,3.0,4.0,1.0,5.0,7977.0,2.5,0.0,0.0,0.0,Uptown,Good,Victorian,742300.0
1158.0,2.0,1.5,2.0,15.0,13405.0,3.0,0.0,1.0,0.0,Suburbs,Excellent,Ranch,288400.0
923.0,4.0,3.0,2.0,3.0,10070.0,3.0,0.0,1.0,1.0,Uptown,Excellent,Cape Cod,412000.0
2437.0,3.0,3.0,2.0,11.0,11755.0,3.0,0.0,1.0,1.0,Suburbs,Poor,Cape Cod,359200.0
4676.0,4.0,3.0,2.0,4.0,17527.0,3.0,0.0,0.0,0.0,Lakeside,Fair,Modern,820400.0
3664.0,3.0,1.5,2.0,45.0,9085.0,3.0,0.0,0.0,1.0,Lakeside,Good,Ranch,666800.0
1126.0,2.0,2.0,1.0,35.0,14026.0,3.0,1.0,0.0,0.0,Suburbs,Poor,Ranch,195000.0
4299.0,6.0,3.0,0.0,31.0,18955.0,2.5,0.0,0.0,0.0,Eastside,Fair,Colonial,533300.0
4327.0,3.0,2.0,1.0,48.0,15723.0,1.0,0.0,1.0,0.0,Westside,Good,Ranch,623400.0
4142.0,,3.0,0.0,24.0,19797.0,1.0,0.0,1.0,1.0,Westside,Excellent,Victorian,709600.0
4581.0,3.0,1.0,3.0,24.0,12502.0,2.5,1.0,1.0,1.0,Heritage,Fair,Colonial,623700.0
1731.0,4.0,1.0,1.0,12.0,7075.0,1.5,0.0,1.0,1.0,Westside,Excellent,Modern,377100.0
4912.0,1.0,3.5,3.0,26.0,19845.0,3.0,0.0,0.0,1.0,Westside,Good,Ranch,817800.0
2078.0,2.0,3.0,3.0,10.0,13602.0,3.0,1.0,1.0,0.0,Downtown,Poor,Modern,424300.0
4148.0,1.0,1.0,1.0,35.0,6345.0,2.5,0.0,1.0,1.0,Downtown,Fair,Cape Cod,586800.0
3191.0,4.0,4.0,3.0,59.0,7709.0,2.5,0.0,1.0,0.0,Eastside,Excellent,Ranch,516600.0
4051.0,5.0,1.0,1.0,31.0,6721.0,1.5,0.0,0.0,0.0,Heritage,Poor,Modern,396500.0
3399.0,6.0,4.0,0.0,17.0,17004.0,2.0,0.0,1.0,0.0,Midtown,Poor,Victorian,473400.0
3462.0,3.0,3.5,0.0,41.0,3666.0,3.0,1.0,0.0,1.0,Westside,Fair,Ranch,457500.0
3350.0,6.0,4.0,0.0,49.0,15318.0,3.0,0.0,1.0,1.0,Suburbs,Excellent,Colonial,635700.0
4049.0,2.0,4.0,3.0,28.0,11972.0,1.5,1.0,1.0,1.0,Midtown,Good,Modern,713900.0
3877.0,5.0,2.0,1.0,15.0,3322.0,3.0,1.0,1.0,0.0,Lakeside,Poor,Cape Cod,627000.0
1278.0,4.0,3.5,1.0,42.0,13040.0,2.0,1.0,0.0,1.0,Westside,Fair,Colonial,261800.0
4252.0,5.0,1.5,1.0,11.0,15556.0,3.0,0.0,0.0,1.0,Downtown,Excellent,Ranch,933600.0
3005.0,5.0,2.5,1.0,59.0,15067.0,2.0,0.0,1.0,1.0,Heritage,Poor,Colonial,348300.0
2089.0,4.0,1.5,3.0,19.0,11513.0,2.5,0.0,1.0,0.0,Heritage,Good,Cape Cod,364400.0
2911.0,2.0,2.5,3.0,21.0,8038.0,1.0,1.0,1.0,0.0,Midtown,Fair,Victorian,470200.0
4858.0,4.0,4.0,0.0,43.0,4949.0,1.5,1.0,0.0,1.0,Uptown,Excellent,Victorian,902600.0
4387.0,5.0,2.5,2.0,0.0,2220.0,2.5,1.0,1.0,1.0,Eastside,Excellent,Ranch,745100.0
4284.0,6.0,1.0,1.0,12.0,8471.0,3.0,0.0,1.0,0.0,Lakeside,Excellent,Modern,958200.0
2690.0,6.0,2.0,0.0,7.0,13380.0,1.0,0.0,0.0,0.0,Midtown,Poor,Victorian,356000.0
4071.0,,3.5,3.0,23.0,2677.0,1.0,1.0,0.0,0.0,Downtown,Fair,Victorian,666000.0
2355.0,4.0,2.5,0.0,33.0,19976.0,2.5,0.0,1.0,0.0,Downtown,Good,Cape Cod,477200.0
3650.0,,2.5,0.0,10.0,12547.0,2.0,0.0,0.0,1.0,Lakeside,Fair,Victorian,631400.0
3450.0,5.0,2.5,0.0,20.0,7301.0,3.0,0.0,1.0,0.0,Lakeside,Good,Cape Cod,696900.0
,6.0,2.0,1.0,46.0,19317.0,1.0,0.0,1.0,0.0,Lakeside,Good,Victorian,393000.0
1845.0,1.0,3.0,2.0,56.0,5310.0,1.5,0.0,0.0,1.0,Suburbs,Fair,Colonial,226800.0
962.0,4.0,3.0,1.0,0.0,19236.0,1.0,1.0,0.0,0.0,Suburbs,Poor,Cape Cod,259200.0
1301.0,6.0,4.0,0.0,37.0,7071.0,2.5,1.0,1.0,0.0,Midtown,Excellent,Modern,340700.0
2564.0,6.0,3.0,0.0,1.0,8835.0,3.0,0.0,1.0,0.0,Suburbs,Excellent,Modern,519600.0
2754.0,3.0,4.0,3.0,31.0,9657.0,1.0,0.0,1.0,0.0,Midtown,Excellent,Colonial,559900.0
1410.0,1.0,3.5,3.0,52.0,19907.0,1.5,1.0,1.0,1.0,Eastside,Fair,Modern,256500.0
,6.0,1.0,3.0,47.0,6516.0,3.0,0.0,1.0,1.0,Uptown,Fair,Victorian,445200.0
3297.0,6.0,2.0,2.0,13.0,19511.0,1.0,0.0,1.0,1.0,Downtown,Fair,Ranch,662000.0
1700.0,4.0,2.0,2.0,15.0,8245.0,3.0,0.0,1.0,0.0,Midtown,Poor,Colonial,288500.0
2154.0,6.0,1.0,3.0,47.0,7133.0,3.0,0.0,0.0,1.0,Westside,Poor,Cape Cod,311700.0
2280.0,1.0,1.5,2.0,49.0,13487.0,1.0,0.0,0.0,0.0,Eastside,Fair,Victorian,266800.0
2871.0,4.0,3.5,1.0,16.0,14487.0,1.0,1.0,0.0,1.0,Uptown,Excellent,Modern,705300.0
2275.0,1.0,2.0,1.0,0.0,8210.0,2.5,0.0,1.0,0.0,Uptown,Poor,Ranch,358700.0
3868.0,6.0,1.5,1.0,26.0,4413.0,1.0,0.0,0.0,0.0,Eastside,Good,Colonial,502300.0
2108.0,5.0,2.0,0.0,37.0,9129.0,2.0,0.0,1.0,0.0,Suburbs,Good,Cape Cod,300200.0
2565.0,6.0,1.5,0.0,26.0,11727.0,1.0,1.0,1.0,1.0,Lakeside,Fair,Victorian,550400.0
2331.0,4.0,1.5,2.0,56.0,2720.0,2.0,0.0,0.0,1.0,Lakeside,Excellent,Cape Cod,472700.0
1486.0,1.0,,3.0,48.0,3415.0,1.5,0.0,0.0,0.0,Downtown,Poor,Cape Cod,186500.0
3648.0,1.0,3.5,0.0,47.0,18522.0,2.5,0.0,1.0,0.0,Heritage,Excellent,Colonial,532800.0
1712.0,3.0,3.5,0.0,1.0,2645.0,3.0,1.0,0.0,1.0,Downtown,Good,Cape Cod,418900.0
1976.0,5.0,2.5,0.0,51.0,9323.0,2.0,1.0,1.0,0.0,Midtown,Fair,Modern,322900.0
4108.0,1.0,3.0,3.0,45.0,15750.0,2.5,0.0,0.0,0.0,Westside,Excellent,Ranch,749600.0
4780.0,6.0,4.0,,23.0,7906.0,2.5,0.0,0.0,1.0,Uptown,Fair,Ranch,767100.0
3584.0,2.0,3.5,1.0,35.0,10905.0,3.0,0.0,1.0,0.0,Suburbs,Excellent,Ranch,605500.0
4640.0,3.0,1.0,0.0,49.0,3556.0,1.5,1.0,0.0,1.0,Downtown,Poor,Modern,578400.0
4373.0,2.0,4.0,3.0,54.0,16299.0,1.5,1.0,0.0,1.0,Westside,Poor,Ranch,554200.0
2767.0,3.0,1.0,1.0,33.0,13415.0,1.5,1.0,0.0,1.0,Downtown,Good,Colonial,583800.0
4012.0,3.0,1.0,3.0,2.0,17329.0,2.5,0.0,0.0,0.0,Midtown,Excellent,Victorian,833900.0
2111.0,1.0,2.0,2.0,37.0,17548.0,3.0,0.0,1.0,1.0,Midtown,Poor,Ranch,314800.0
2680.0,4.0,3.5,0.0,40.0,8314.0,1.5,0.0,0.0,0.0,Heritage,Excellent,Colonial,418900.0
3002.0,5.0,1.0,3.0,3.0,2740.0,1.0,1.0,0.0,1.0,Heritage,Excellent,Modern,574000.0
4830.0,6.0,2.0,2.0,49.0,8234.0,2.5,0.0,0.0,1.0,Lakeside,Fair,Cape Cod,792700.0
4348.0,2.0,1.5,2.0,12.0,4614.0,2.0,0.0,0.0,1.0,Westside,Excellent,Victorian,730700.0
2803.0,6.0,2.0,0.0,53.0,11599.0,1.5,0.0,0.0,0.0,Eastside,Excellent,Modern,387900.0
3506.0,6.0,4.0,3.0,33.0,4635.0,1.0,0.0,1.0,0.0,Uptown,Poor,Victorian,525400.0
1570.0,6.0,2.0,3.0,19.0,18594.0,3.0,1.0,0.0,0.0,Suburbs,Excellent,Victorian,467400.0
4158.0,3.0,1.5,1.0,3.0,12840.0,3.0,0.0,1.0,0.0,Heritage,Good,Victorian,593600.0
3078.0,6.0,1.0,0.0,1.0,6554.0,2.5,0.0,0.0,0.0,Midtown,Poor,Cape Cod,408800.0
2990.0,4.0,1.5,3.0,44.0,18582.0,2.0,0.0,0.0,0.0,Midtown,Good,Ranch,529700.0
3995.0,1.0,1.0,3.0,22.0,15854.0,1.5,0.0,0.0,1.0,Suburbs,Good,Victorian,568400.0
3421.0,2.0,3.0,2.0,50.0,9879.0,2.0,1.0,1.0,0.0,Uptown,Excellent,Ranch,681000.0
1011.0,5.0,2.0,2.0,,4637.0,1.0,0.0,1.0,0.0,Westside,Excellent,Cape Cod,311500.0
1939.0,1.0,2.5,0.0,55.0,8188.0,1.5,0.0,0.0,0.0,Midtown,Fair,Modern,229900.0
1459.0,,3.5,0.0,56.0,12512.0,2.0,0.0,1.0,0.0,Eastside,Fair,Ranch,170300.0
3860.0,5.0,3.0,3.0,6.0,15785.0,2.0,0.0,0.0,0.0,Suburbs,Poor,Modern,502600.0
851.0,1.0,1.5,1.0,38.0,6714.0,1.0,1.0,1.0,1.0,Downtown,Poor,Victorian,180000.0
1570.0,3.0,2.0,1.0,56.0,15366.0,3.0,1.0,1.0,0.0,Heritage,Good,Ranch,226400.0
3269.0,,2.0,2.0,19.0,7091.0,1.5,0.0,0.0,0.0,Midtown,Excellent,Cape Cod,598000.0
3687.0,4.0,3.5,0.0,4.0,6441.0,2.0,0.0,0.0,0.0,Uptown,Poor,Colonial,509300.0
2864.0,2.0,2.0,0.0,52.0,10046.0,2.0,0.0,0.0,0.0,Uptown,Good,Ranch,397400.0
4401.0,6.0,1.0,0.0,28.0,4894.0,2.0,0.0,1.0,1.0,Westside,Good,Modern,640500.0
4651.0,1.0,3.5,1.0,1.0,9283.0,3.0,0.0,0.0,0.0,Eastside,Poor,Colonial,486100.0
1268.0,6.0,2.0,1.0,50.0,8440.0,2.5,0.0,1.0,0.0,Midtown,Poor,Modern,190600.0
4795.0,5.0,1.0,0.0,40.0,7040.0,3.0,0.0,0.0,0.0,Heritage,Fair,Ranch,524400.0
3341.0,6.0,3.0,1.0,4.0,15960.0,1.5,1.0,1.0,0.0,Heritage,Good,Cape Cod,545800.0
3435.0,6.0,1.5,1.0,15.0,7971.0,1.5,0.0,0.0,0.0,Suburbs,Fair,Victorian,439000.0
1108.0,2.0,4.0,2.0,1.0,14511.0,2.0,1.0,1.0,0.0,Westside,Excellent,Victorian,376300.0
3374.0,6.0,3.5,2.0,57.0,14965.0,2.0,1.0,0.0,1.0,Heritage,Fair,Cape Cod,480700.0
3820.0,4.0,2.0,3.0,1.0,13985.0,1.5,0.0,0.0,0.0,Midtown,Poor,Victorian,530500.0
,6.0,2.5,3.0,47.0,6847.0,2.0,0.0,0.0,0.0,Downtown,Poor,Ranch,463800.0
1063.0,6.0,2.5,1.0,30.0,16929.0,1.0,1.0,1.0,1.0,Suburbs,Fair,Victorian,246400.0
2949.0,4.0,,,34.0,6257.0,2.0,0.0,0.0,0.0,Westside,Fair,Modern,424300.0
4724.0,3.0,,2.0,48.0,6988.0,2.5,0.0,1.0,0.0,Heritage,Good,Colonial,594600.0
3810.0,1.0,2.0,0.0,53.0,17749.0,2.0,0.0,1.0,1.0,Suburbs,Fair,Ranch,466700.0
1290.0,1.0,1.5,1.0,7.0,8114.0,3.0,1.0,0.0,1.0,Eastside,Poor,Ranch,199100.0
,3.0,3.0,2.0,1.0,14546.0,3.0,1.0,0.0,1.0,Midtown,Poor,Cape Cod,641100.0
4823.0,5.0,1.0,3.0,,2762.0,3.0,1.0,0.0,1.0,Uptown,Good,Ranch,886100.0
1428.0,4.0,2.5,1.0,40.0,13057.0,1.0,0.0,0.0,0.0,Westside,Fair,Victorian,217600.0
